rent,area
-1.7862336174880344,-1.744265515794968
-1.1047677099797586,-1.6599500704868115
-1.0109350729850604,-1.5756346251786553
-1.804318665955538,-1.5756346251786553
-1.6664528725608962,-1.5756346251786553
-0.6154227412686346,-1.5756346251786553
-1.2481375943079298,-1.533476902524577
-0.6961501881695766,-1.533476902524577
-1.2426334643806092,-1.4913191798704988
-1.0945457209771965,-1.4491614572164206
-0.8895817083661773,-1.4070037345623423
-1.1301915853524263,-1.3648460119082642
-0.4343099843385376,-1.3648460119082642
-1.643125771452165,-1.3226882892541858
-1.3854792721241767,-1.2383728439460295
-1.0093625312809018,-1.2383728439460295
-0.49092413726625556,-1.1962151212919512
-0.9168403976980655,-1.1962151212919512
-1.4143105031602234,-1.1540573986378733
-2.0585578681108365,-1.1540573986378733
-1.5930642135713227,-1.1540573986378733
-0.5142511603873952,-1.1540573986378733
-0.6557864647191056,-1.0697419533297166
-1.4780013277194262,-1.0275842306756384
-1.4630614796416228,-1.0275842306756384
-0.29015367318310853,-1.0275842306756384
-0.2938233011015551,-1.0275842306756384
-0.8667787618296364,-1.0275842306756384
-1.2709405408444654,-0.9854265080215601
-1.5091914492993033,-0.9432687853674819
-0.39630522941947804,-0.9432687853674819
-0.923130720489879,-0.9432687853674819
-1.1060782133916154,-0.9432687853674819
-1.4850780773384924,-0.9432687853674819
-1.435278713725125,-0.9432687853674819
-0.4589476668467072,-0.9011110627134037
-1.867485335942547,-0.9011110627134037
-2.1411200899772065,-0.8589533400593256
-1.3938664471675128,-0.8167956174052472
-0.9776479431784872,-0.8167956174052472
-1.260980668121792,-0.8167956174052472
-1.1265221134091528,-0.8167956174052472
-0.5305015898646418,-0.8167956174052472
-1.3073727540593614,-0.7746378947511691
-0.11244850587915597,-0.7746378947511691
-0.10248855516889588,-0.7746378947511691
-1.0560166555107728,-0.7324801720970908
-1.3196915953134514,-0.7324801720970908
-0.5399371520399514,-0.7324801720970908
-0.5792525663460409,-0.7324801720970908
-1.217209511020355,-0.7324801720970908
-0.2558183902073274,-0.7324801720970908
-1.403826397877773,-0.6903224494430127
0.24794227200940946,-0.6481647267889343
-0.9039972458966115,-0.6481647267889343
0.02358274651282075,-0.6481647267889343
-0.9236549530496564,-0.6481647267889343
0.0010418382685871608,-0.6481647267889343
-1.2439440457800526,-0.6481647267889343
-0.8429275061487195,-0.563849281480778
0.718153766127266,-0.563849281480778
0.46705962788339267,-0.563849281480778
-0.7538128062168493,-0.563849281480778
-0.668105227985604,-0.5216915588266998
0.001566070828364292,-0.5216915588266998
-0.5965513049676693,-0.5216915588266998
-0.5323363258362811,-0.5216915588266998
-0.018615868884457893,-0.5216915588266998
-0.43037847410296215,-0.5216915588266998
-0.7949628005193997,-0.5216915588266998
-0.2584393970310408,-0.5216915588266998
-0.13656179985237502,-0.5216915588266998
0.41385306458181464,-0.47953383617262163
-0.9779101374459627,-0.47953383617262163
-0.2817664201521856,-0.47953383617262163
0.7134358290644379,-0.47953383617262163
-1.0287580441664712,-0.47953383617262163
0.19892910126053495,-0.47953383617262163
-0.1483564865342743,-0.47953383617262163
-1.0948077592694985,-0.47953383617262163
0.8764635765208274,-0.47953383617262163
-0.5561875815171982,-0.47953383617262163
-1.605645171105301,-0.47953383617262163
-0.38555900785713854,-0.4373761135185434
-1.3052759018078384,-0.4373761135185434
-1.2368672181733997,-0.4373761135185434
-1.1750110515982446,-0.4373761135185434
-1.4143105031602234,-0.4373761135185434
-0.4610444411106484,-0.3952183908644652
-0.48070214826369345,-0.3952183908644652
-0.2733793230964309,-0.3952183908644652
0.27860823901709575,-0.3952183908644652
-1.6583276578222705,-0.3952183908644652
-0.9920636366841002,-0.3952183908644652
0.25239801480476204,-0.3952183908644652
-0.1748287490389097,-0.35306066821038695
-1.232411475378047,-0.35306066821038695
0.20600585087960624,-0.35306066821038695
-1.189164550836382,-0.35306066821038695
-1.0877310096504273,-0.35306066821038695
-0.08204457716377168,-0.35306066821038695
0.9991271326012258,-0.31090294555630876
0.2154414130549158,-0.31090294555630876
0.2804428190135566,-0.31090294555630876
-1.2442060840723546,-0.31090294555630876
0.18477560202240292,-0.31090294555630876
-0.8919406768975887,-0.31090294555630876
1.2156237936018375,-0.31090294555630876
0.30088679701868076,-0.31090294555630876
-0.7658693752158721,-0.31090294555630876
-0.49852511944509903,-0.31090294555630876
-0.5525182655491032,-0.31090294555630876
-0.853411689418757,-0.31090294555630876
-0.9131709257547924,-0.31090294555630876
-1.0216812945473999,-0.31090294555630876
-1.457557349714302,-0.31090294555630876
-1.048677789611818,-0.31090294555630876
-0.3493889889097182,-0.2687452229022305
0.42276423822217313,-0.2687452229022305
-0.9178887068424468,-0.22658750024815233
-1.059161894894269,-0.22658750024815233
-0.9063563704032015,-0.22658750024815233
-1.0793437566195043,-0.22658750024815233
